post_id,user_id,text,author_gender,author_partisanship,author_ideology,author_race,author_age,author_education,author_income,author_marital_status,author_religiosity,selected,prompt_style,trial_id,sentiment_polarity,sentiment_subjectivity,primary_topic,polarization_score,toxicity
post_00038,user_00019,Long thread incoming on election integrity — stay tuned.,female,Democrat,conservative,White,25-34,college,25k-50k,married,religious,0,controversial,11,-0.2909,0.4886,fitness_&_health,0.3723,0.1299
post_00104,user_00052,Reading about media bias this morning — highly recommend.,male,Republican,very conservative,White,55-64,high school,25k-50k,married,somewhat religious,0,controversial,11,-0.3681,0.4794,fitness_&_health,0.4533,0.1403
post_00049,user_00025,Just saw the news about gun safety. Interesting times ahead.,female,Independent,conservative,White,25-34,high school,100k+,single,not religious,1,controversial,11,-0.9546,0.5712,gaming,0.9173,0.2954
post_00084,user_00042,"Reminder that renewable energy affects everyone, not just a few.",male,Independent,liberal,Hispanic,35-44,postgraduate,25k-50k,single,somewhat religious,0,controversial,11,-0.2584,0.6943,news_&_social_concern,0.0721,0.2984
post_00100,user_00050,Unpopular opinion: gun safety deserves way more attention.,male,Democrat,moderate,White,35-44,postgraduate,<25k,single,somewhat religious,0,controversial,11,0.544,0.3764,family,0.6345,0.059
post_00189,user_00095,Today I'm thinking about infrastructure and what it means for all of us.,male,Independent,liberal,Black,65+,high school,25k-50k,single,religious,0,controversial,11,-0.9252,0.0877,science_&_technology,0.0848,0.171
post_00012,user_00006,What's everyone's take on minimum wage? I'm genuinely curious.,female,Democrat,moderate,White,25-34,high school,75k-100k,divorced,not religious,0,controversial,11,-0.3881,0.2326,politics,0.9698,0.2979
post_00124,user_00062,Excited to share my thoughts on gun safety with everyone.,male,Democrat,conservative,Asian,55-64,college,25k-50k,single,somewhat religious,0,controversial,11,-0.8111,0.9512,business_&_entrepreneurs,0.9592,0.0393
post_00191,user_00096,Hot take: foreign policy is more complicated than people think.,male,Other,liberal,Hispanic,65+,high school,50k-75k,divorced,not religious,0,controversial,11,0.7923,0.1713,business_&_entrepreneurs,0.8956,0.0599
post_00057,user_00029,Excited to share my thoughts on tech regulation with everyone.,female,Democrat,liberal,Asian,45-54,college,<25k,married,religious,0,controversial,11,0.8052,0.1398,arts_&_culture,0.4401,0.2975
post_00095,user_00048,Hot take: media bias is more complicated than people think.,female,Independent,very conservative,Hispanic,45-54,high school,<25k,married,somewhat religious,0,controversial,11,-0.6588,0.7349,family,0.9247,0.1832
post_00184,user_00092,What's everyone's take on tech regulation? I'm genuinely curious.,male,Independent,very liberal,White,18-24,high school,50k-75k,single,religious,0,controversial,11,0.1184,0.2847,gaming,0.7629,0.0565
post_00043,user_00022,What's everyone's take on housing affordability? I'm genuinely curious.,male,Other,liberal,White,55-64,college,25k-50k,single,religious,0,controversial,11,-0.8345,0.9359,diaries_&_daily_life,0.8655,0.1544
post_00042,user_00021,Why does no one talk about healthcare costs enough? It really matters.,male,Republican,moderate,White,35-44,postgraduate,25k-50k,single,somewhat religious,0,controversial,11,-0.4182,0.7625,business_&_entrepreneurs,0.1368,0.2231
post_00136,user_00068,Today I'm thinking about labor rights and what it means for all of us.,male,Democrat,conservative,Hispanic,18-24,college,25k-50k,widowed,not religious,0,controversial,11,-0.1684,0.5354,sports,0.465,0.1991
post_00091,user_00046,Excited to share my thoughts on infrastructure with everyone.,female,Democrat,moderate,White,18-24,college,100k+,married,somewhat religious,0,controversial,11,-0.2582,0.4186,family,0.7176,0.2712
post_00163,user_00082,Can we talk about student debt? There's so much to unpack here.,male,Republican,conservative,White,25-34,college,75k-100k,single,somewhat religious,0,controversial,11,-0.4372,0.3936,diaries_&_daily_life,0.5048,0.256
post_00097,user_00049,Just saw the news about election integrity. Interesting times ahead.,male,Republican,liberal,Asian,25-34,postgraduate,<25k,single,very religious,0,controversial,11,0.9512,0.2297,travel_&_adventure,0.7999,0.1684
post_00177,user_00089,New report on mental health just dropped. The findings are surprising.,male,Democrat,liberal,White,55-64,college,25k-50k,single,somewhat religious,0,controversial,11,-0.1829,0.1746,science_&_technology,0.8445,0.1708
post_00064,user_00032,What's everyone's take on labor rights? I'm genuinely curious.,male,Republican,moderate,Black,45-54,college,<25k,married,somewhat religious,0,controversial,11,0.4389,0.6857,travel_&_adventure,0.3465,0.1609
post_00060,user_00030,Just saw the news about immigration reform. Interesting times ahead.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,0,controversial,11,-0.5953,0.4169,sports,0.6541,0.005
post_00116,user_00058,"Reminder that tax policy affects everyone, not just a few.",female,Independent,conservative,White,35-44,high school,100k+,married,somewhat religious,0,controversial,11,-0.8834,0.6807,food_&_dining,0.852,0.0014
post_00135,user_00068,Reading about foreign policy this morning — highly recommend.,male,Democrat,conservative,Hispanic,18-24,college,25k-50k,widowed,not religious,0,controversial,11,0.517,0.3795,family,0.75,0.2641
post_00065,user_00033,Unpopular opinion: renewable energy deserves way more attention.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,controversial,11,-0.7709,0.5944,gaming,0.4933,0.1382
post_00185,user_00093,Quick update on media bias: things are moving fast.,male,Republican,moderate,Black,18-24,postgraduate,50k-75k,married,not religious,1,controversial,11,0.2633,0.3976,other,0.8272,0.2866
post_00004,user_00002,The election integrity situation has been on my mind a lot lately.,male,Democrat,conservative,Black,18-24,high school,50k-75k,widowed,religious,0,controversial,11,0.5373,0.5996,celebrity_&_pop_culture,0.3969,0.1551
post_00052,user_00026,Why does no one talk about media bias enough? It really matters.,female,Other,conservative,White,35-44,postgraduate,75k-100k,married,very religious,0,controversial,11,-0.8199,0.4163,travel_&_adventure,0.6308,0.1085
post_00077,user_00039,"Reminder that tax policy affects everyone, not just a few.",female,Other,moderate,White,55-64,high school,50k-75k,widowed,religious,1,controversial,11,-0.5708,0.0554,celebrity_&_pop_culture,0.3385,0.0725
post_00010,user_00005,Why does no one talk about media bias enough? It really matters.,female,Republican,moderate,White,35-44,college,75k-100k,married,somewhat religious,1,controversial,11,0.0021,0.1017,business_&_entrepreneurs,0.0248,0.1802
post_00128,user_00064,Reading about healthcare costs this morning — highly recommend.,female,Democrat,moderate,White,35-44,college,<25k,single,not religious,1,controversial,11,0.8535,0.5811,learning_&_educational,0.842,0.2024
post_00198,user_00099,"Reminder that renewable energy affects everyone, not just a few.",male,Independent,moderate,White,65+,postgraduate,25k-50k,married,religious,0,controversial,11,-0.9168,0.8486,science_&_technology,0.9779,0.2509
post_00050,user_00025,Reading about tax policy this morning — highly recommend.,female,Independent,conservative,White,25-34,high school,100k+,single,not religious,1,controversial,11,-0.1132,0.7154,travel_&_adventure,0.3341,0.2363
post_00058,user_00029,Quick update on foreign policy: things are moving fast.,female,Democrat,liberal,Asian,45-54,college,<25k,married,religious,0,controversial,11,0.9414,0.6629,sports,0.1536,0.0108
post_00164,user_00082,Today I'm thinking about media bias and what it means for all of us.,male,Republican,conservative,White,25-34,college,75k-100k,single,somewhat religious,0,controversial,11,0.7172,0.5007,diaries_&_daily_life,0.9211,0.0466
post_00119,user_00060,Today I'm thinking about renewable energy and what it means for all of us.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,married,not religious,0,controversial,11,0.5479,0.7774,news_&_social_concern,0.7367,0.0724
post_00158,user_00079,Excited to share my thoughts on student debt with everyone.,female,Republican,moderate,Other,45-54,college,100k+,single,not religious,0,controversial,11,-0.5455,0.739,gaming,0.173,0.0556
post_00143,user_00072,What's everyone's take on education funding? I'm genuinely curious.,female,Democrat,conservative,Other,25-34,postgraduate,100k+,married,somewhat religious,1,controversial,11,0.5678,0.8511,fitness_&_health,0.3406,0.2566
post_00008,user_00004,What's everyone's take on renewable energy? I'm genuinely curious.,male,Democrat,liberal,Hispanic,45-54,college,50k-75k,divorced,somewhat religious,0,controversial,11,0.9058,0.8984,news_&_social_concern,0.4079,0.0613
post_00027,user_00014,Why does no one talk about tax policy enough? It really matters.,female,Republican,moderate,Asian,45-54,postgraduate,25k-50k,married,not religious,1,controversial,11,0.1621,0.6948,science_&_technology,0.037,0.1188
post_00033,user_00017,Long thread incoming on healthcare costs — stay tuned.,female,Republican,conservative,White,18-24,postgraduate,50k-75k,single,somewhat religious,0,controversial,11,-0.2764,0.9796,diaries_&_daily_life,0.703,0.0057
post_00101,user_00051,Excited to share my thoughts on housing affordability with everyone.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,0,controversial,11,-0.9853,0.8675,gaming,0.1507,0.0967
post_00195,user_00098,Can we talk about tech regulation? There's so much to unpack here.,male,Independent,moderate,White,45-54,college,100k+,married,not religious,0,controversial,11,-0.7545,0.5883,sports,0.2351,0.0731
post_00139,user_00070,Today I'm thinking about tax policy and what it means for all of us.,male,Democrat,moderate,White,35-44,high school,50k-75k,single,somewhat religious,0,controversial,11,0.628,0.2367,celebrity_&_pop_culture,0.105,0.1363
post_00044,user_00022,New report on minimum wage just dropped. The findings are surprising.,male,Other,liberal,White,55-64,college,25k-50k,single,religious,1,controversial,11,0.6165,0.6712,business_&_entrepreneurs,0.9987,0.2394
post_00086,user_00043,Today I'm thinking about foreign policy and what it means for all of us.,male,Democrat,moderate,White,18-24,college,<25k,married,religious,0,controversial,11,0.0377,0.7803,family,0.0177,0.2806
post_00130,user_00065,"Reminder that housing affordability affects everyone, not just a few.",female,Republican,liberal,White,25-34,college,25k-50k,married,very religious,0,controversial,12,-0.764,0.7795,arts_&_culture,0.9818,0.2176
post_00107,user_00054,Excited to share my thoughts on student debt with everyone.,female,Independent,very conservative,Other,45-54,college,100k+,married,very religious,0,controversial,12,0.5162,0.3009,news_&_social_concern,0.8565,0.1538
post_00108,user_00054,Unpopular opinion: tech regulation deserves way more attention.,female,Independent,very conservative,Other,45-54,college,100k+,married,very religious,0,controversial,12,-0.3483,0.9662,celebrity_&_pop_culture,0.3878,0.0335
post_00007,user_00004,Today I'm thinking about gun safety and what it means for all of us.,male,Democrat,liberal,Hispanic,45-54,college,50k-75k,divorced,somewhat religious,0,controversial,12,0.8757,0.8009,learning_&_educational,0.049,0.1561
post_00073,user_00037,Just saw the news about immigration reform. Interesting times ahead.,non-binary,Republican,liberal,White,45-54,postgraduate,25k-50k,married,somewhat religious,0,controversial,12,-0.711,0.5327,business_&_entrepreneurs,0.0848,0.0694
post_00022,user_00011,Hot take: foreign policy is more complicated than people think.,female,Independent,liberal,Other,18-24,postgraduate,<25k,single,religious,1,controversial,12,-0.6934,0.0123,diaries_&_daily_life,0.9091,0.2261
post_00184,user_00092,What's everyone's take on tech regulation? I'm genuinely curious.,male,Independent,very liberal,White,18-24,high school,50k-75k,single,religious,0,controversial,12,0.1184,0.2847,gaming,0.7629,0.0565
post_00104,user_00052,Reading about media bias this morning — highly recommend.,male,Republican,very conservative,White,55-64,high school,25k-50k,married,somewhat religious,0,controversial,12,-0.3681,0.4794,fitness_&_health,0.4533,0.1403
post_00065,user_00033,Unpopular opinion: renewable energy deserves way more attention.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,controversial,12,-0.7709,0.5944,gaming,0.4933,0.1382
post_00102,user_00051,Reading about housing affordability this morning — highly recommend.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,0,controversial,12,0.1753,0.2882,family,0.8021,0.0761
post_00006,user_00003,Reading about renewable energy this morning — highly recommend.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,single,very religious,1,controversial,12,-0.0267,0.1374,food_&_dining,0.7394,0.0037
post_00081,user_00041,Hot take: social media is more complicated than people think.,male,Independent,conservative,White,65+,college,75k-100k,single,very religious,0,controversial,12,-0.0486,0.7848,sports,0.1638,0.0906
post_00154,user_00077,Hot take: immigration reform is more complicated than people think.,male,Independent,moderate,White,45-54,college,<25k,married,religious,0,controversial,12,-0.9544,0.6144,other,0.1093,0.1701
